mid,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
49209,100,98,9,27,36,7,109,51,91,19
49210,23,59,65,13,111,9,114,70,107,7
49211,68,41,22,23,38,30,19,91,13,15
49212,50,36,55,106,7,51,76,15,86,53
49213,23,92,65,36,3,27,4,31,54,53
49214,3,94,100,7,95,87,81,39,60,51
49215,7,13,12,27,104,75,106,53,63,71
49216,79,82,96,75,50,114,74,103,3,16
49217,31,12,104,7,36,68,40,53,114,88
49218,7,65,68,12,36,27,40,29,107,1
49219,7,51,68,9,18,27,25,28,53,70
49220,3,45,13,7,81,92,34,47,6,51
49221,68,9,13,16,95,58,74,104,47,51
49222,109,71,112,4,40,75,13,60,34,77
49223,50,40,17,7,18,9,59,51,4,75
49224,71,33,34,37,40,27,7,38,45,113
49225,68,107,18,88,36,7,65,74,27,9
49226,7,65,89,75,63,68,21,71,36,4
49227,39,86,65,40,31,16,100,63,12,68
49228,25,63,5,91,41,60,104,4,87,13
49229,13,71,87,54,55,36,30,60,44,39
49230,52,90,57,31,99,71,55,8,86,45
49231,86,92,48,60,13,64,74,40,4,7
49232,7,27,46,77,107,25,93,5,110,13
49233,64,9,33,106,89,107,53,13,31,10
49234,12,71,22,74,86,11,4,16,68,79
49235,53,86,88,74,81,50,40,51,4,107
49236,95,85,114,7,68,91,61,19,3,9
49237,31,41,28,114,68,13,109,111,107,36
49238,95,7,9,60,64,71,53,34,86,77
49239,107,78,35,31,114,63,60,45,7,75
49240,12,64,78,60,38,45,71,114,30,53
49241,51,2,3,9,36,101,8,25,88,7
49242,87,4,25,58,51,7,2,31,12,47
49243,31,49,4,107,2,50,7,13,60,42
49244,71,13,68,77,92,87,6,74,63,53
49245,112,40,54,71,13,30,53,49,62,10
49246,50,55,18,62,47,59,111,28,40,13
49247,86,7,63,68,39,75,71,25,80,53
49248,67,87,71,13,70,86,65,109,60,43
49249,112,9,54,45,89,86,63,44,62,55
49250,87,71,47,97,95,92,62,106,109,69
49251,27,108,88,17,77,90,4,60,104,12
49252,50,71,48,45,53,40,75,4,62,99
49253,86,98,92,25,71,109,60,106,112,7
49254,65,13,27,60,41,87,93,107,51,39
49255,7,10,53,30,46,13,100,31,59,1
49256,111,114,40,1,60,77,107,46,3,55
49257,51,86,34,18,36,7,68,107,41,9
49258,27,16,92,8,69,87,36,9,63,88
49259,16,13,37,63,40,65,64,86,93,11
49260,30,88,39,109,40,87,53,12,54,60
49261,31,42,65,9,51,16,7,75,36,109
49262,75,62,47,18,40,68,39,36,63,28
49263,57,16,27,95,36,31,114,88,39,41
49264,31,16,39,12,41,88,65,64,104,9
49265,87,107,40,73,9,36,7,35,31,69
49266,6,69,46,3,20,75,7,53,13,12
49267,19,75,78,91,53,50,55,62,13,18
49268,68,38,39,71,41,13,64,12,7,53
49269,87,95,88,65,4,68,114,9,7,18
49270,68,25,13,60,70,71,1,58,7,40
49271,5,92,36,60,58,43,16,31,88,69
49272,87,35,88,7,70,68,9,33,23,41
49273,50,13,109,7,58,64,17,53,88,4
49274,104,56,31,43,23,100,76,13,68,81
49275,104,80,64,43,23,100,47,53,91,81
49276,78,36,90,46,28,107,4,99,91,39
49277,16,53,76,27,114,104,98,112,11,60
49278,23,65,34,4,68,104,7,63,12,31
49279,27,92,36,71,18,7,13,4,86,99
49280,112,7,4,18,40,53,60,87,74,114
49281,87,4,22,71,12,7,95,68,65,36
49282,68,7,34,81,88,65,60,9,64,18
49283,27,2,54,25,100,50,4,65,106,107
49284,86,114,89,70,23,75,15,65,39,60
49285,87,53,15,114,75,68,71,18,39,16
49286,27,4,9,12,7,13,86,40,36,71
49287,95,3,40,7,58,107,55,68,39,18
49288,88,8,40,42,51,2,22,31,4,54
49289,31,98,41,114,32,13,61,36,86,7
49290,71,2,3,18,40,77,7,61,64,53
49291,68,16,18,47,13,75,94,65,60,41
49292,12,71,104,68,55,87,28,53,39,109
49293,68,13,38,7,93,86,71,9,46,65
49294,3,28,53,9,1,12,71,46,68,13
49295,53,36,16,87,4,50,38,18,60,45
49296,75,53,17,23,77,112,60,4,12,104
49297,70,7,35,65,31,87,36,58,107,41
49298,4,107,7,90,17,68,53,13,62,10
49299,64,65,47,51,77,54,27,60,7,13
49300,41,36,64,47,23,75,7,60,39,48
49301,64,60,12,36,65,16,53,106,31,4
49302,41,36,75,9,23,27,65,60,106,8
49303,107,53,73,70,68,86,109,7,4,36
49304,75,108,17,60,70,104,56,64,46,23
49305,7,27,74,4,40,86,71,94,56,65
49306,13,87,55,82,7,27,98,1,60,36
49307,47,27,16,41,65,23,112,111,48,13
49308,68,7,47,36,96,75,39,55,114,16
49309,75,15,104,39,88,68,7,92,81,53
49310,87,18,13,51,65,107,78,95,90,77
49311,87,41,68,23,53,91,104,19,30,77
49312,101,18,13,16,53,51,78,46,31,95
49313,31,1,13,7,4,68,45,51,17,56
49314,64,16,53,36,39,60,13,30,104,95
49315,75,38,46,62,41,68,108,107,13,18
49316,51,41,31,13,95,68,39,58,23,18
49317,7,55,111,9,113,68,40,13,107,73
49318,50,65,109,7,40,86,39,54,107,36
49319,87,78,4,107,2,50,51,80,60,47
49320,37,60,74,114,65,75,46,23,104,77
49321,68,62,39,53,54,31,51,18,98,65
49322,75,13,1,58,60,71,55,47,68,109
49323,100,65,1,92,36,111,60,63,68,41
49324,75,7,39,109,36,92,9,68,41,60
49325,13,27,65,18,88,68,7,15,81,104
49326,13,65,68,63,100,75,7,25,93,96
49327,27,88,39,10,65,89,92,9,60,54
49328,31,16,13,1,53,89,88,9,64,95
49329,75,18,9,7,13,68,41,107,55,15
49330,101,41,39,32,51,68,9,7,55,18
49331,3,12,39,51,65,87,36,107,9,1
49332,34,75,78,7,45,68,55,36,107,8
49333,13,50,56,66,7,68,64,49,51,4
49334,87,36,9,66,60,7,61,78,31,114
49335,7,75,64,71,53,30,65,82,60,63
49336,87,12,22,7,41,23,60,36,86,18
49337,36,31,60,53,102,91,65,19,71,73
49338,20,97,95,23,35,64,40,7,112,6
49339,46,64,78,62,7,68,51,9,23,10
49340,68,40,109,23,36,86,88,45,1,13
49341,111,60,114,56,65,86,39,68,97,54
49342,68,28,109,36,65,31,7,4,113,13
49343,86,52,98,7,65,87,12,100,45,53
49344,30,93,53,13,107,31,4,65,114,16
49345,9,49,55,16,26,31,28,36,56,69
49346,87,40,64,1,51,7,41,36,31,39
49347,50,107,70,18,13,81,49,108,23,68
49348,107,18,68,104,39,74,88,5,28,93
49349,100,34,68,88,81,39,53,86,114,41
49350,9,18,13,88,111,32,68,54,49,28
49351,31,13,55,16,42,68,45,107,108,41
49352,48,68,23,36,29,25,111,65,70,7
49353,107,114,13,86,74,76,15,69,27,96
49354,3,47,13,23,81,37,94,107,53,40
49355,71,4,7,64,47,13,10,60,86,55
49356,91,114,35,7,38,63,20,36,43,31
49357,31,36,33,16,56,111,25,7,40,41
49358,16,71,59,40,111,31,63,51,13,88
49359,62,16,36,8,21,68,114,40,88,53
49360,26,81,40,72,60,16,88,34,63,68
49361,3,61,100,58,36,30,81,40,74,69
49362,5,7,9,54,61,75,88,36,6,65
49363,3,13,57,16,59,86,81,65,35,111
49364,86,36,40,74,60,3,58,107,45,109
49365,95,23,47,31,7,87,26,97,18,30
49366,27,7,12,40,53,31,88,45,1,65
49367,32,92,65,47,64,101,35,13,107,40
49368,31,71,95,92,69,30,62,21,6,53
49369,49,31,102,7,40,44,13,9,89,111
49370,40,88,64,107,1,73,36,53,7,86
49371,31,43,12,7,69,5,70,51,60,61
49372,50,104,54,71,36,30,40,80,107,65
49373,68,13,77,16,81,75,97,106,60,4
49374,58,64,86,63,22,5,39,36,7,54
49375,68,13,41,63,71,65,75,16,12,106
49376,59,107,31,36,104,112,7,47,1,13
49377,27,107,39,54,13,106,32,31,43,65
49378,104,97,68,114,7,79,46,65,88,9
49379,3,36,51,72,88,31,43,107,45,12
49380,62,86,8,53,106,112,9,16,65,109
49381,39,18,13,7,68,114,107,51,43,111
49382,36,114,68,43,23,87,16,40,47,53
49383,3,109,104,107,106,92,13,88,53,81
49384,68,63,41,74,60,31,39,107,78,77
49385,68,49,36,16,9,114,39,75,18,65
49386,25,18,69,7,68,44,107,97,20,111
49387,31,7,1,104,51,88,78,4,90,40
49388,75,95,40,7,65,30,88,36,80,104
49389,64,12,88,78,36,27,15,40,113,85
49390,27,93,40,7,38,68,88,36,56,65
49391,40,107,61,87,60,68,23,47,18,13
49392,31,77,40,106,7,60,78,13,86,109
49393,31,69,73,36,7,27,78,4,88,13
49394,13,64,81,7,98,31,108,18,51,47
49395,79,40,9,88,53,36,39,58,68,107
49396,31,69,47,7,114,71,78,45,68,36
49397,3,45,86,40,6,87,7,36,81,65
49398,111,73,107,45,40,3,7,74,114,9
49399,91,36,106,71,63,50,12,78,60,53
49400,68,81,65,47,62,31,41,15,9,13
49401,68,4,9,60,41,114,40,37,55,107
49402,68,114,54,7,38,31,72,107,65,63
49403,7,65,9,68,1,31,40,39,54,107
49404,27,60,49,40,65,30,39,7,78,63
49405,71,22,61,29,45,3,60,21,6,53
49406,3,63,88,45,7,68,41,47,86,49
49407,75,88,18,7,13,20,6,9,71,53
49408,30,43,53,107,10,55,31,71,34,18
49409,111,6,47,7,13,23,51,75,36,44
49410,111,36,114,47,7,27,60,15,56,88
49411,111,109,7,36,51,27,88,106,8,13
49412,23,41,68,13,63,3,18,40,88,65
49413,65,87,62,76,81,111,94,104,60,4
49414,23,2,68,9,114,3,18,40,28,13
49415,71,68,104,92,12,50,53,13,107,95
49416,111,39,65,60,77,28,13,7,54,68
49417,111,13,40,107,94,87,55,43,71,18
49418,30,45,97,107,67,51,6,94,53,64
49419,64,18,114,65,71,88,106,53,63,90
49420,50,108,1,7,40,31,38,73,60,53
49421,50,16,35,4,53,112,107,11,81,13
49422,25,18,13,7,111,68,107,41,43,97
49423,68,107,39,109,97,111,28,94,56,13
49424,25,18,13,7,111,41,68,51,47,40
49425,27,16,39,41,97,31,23,36,8,13
49426,40,78,51,113,112,88,93,101,36,55
49427,112,7,36,1,53,31,13,51,114,40
49428,114,30,71,13,53,85,40,87,46,16
49429,27,7,70,109,13,68,41,51,106,22
49430,7,111,54,106,53,68,71,18,61,65
49431,95,23,65,39,50,54,106,31,7,104
49432,68,17,88,63,29,27,7,11,114,53
49433,63,47,29,7,68,9,61,75,65,60
49434,71,2,64,46,36,111,95,53,13,88
49435,86,43,97,41,68,114,112,74,7,63
49436,114,43,68,107,41,111,23,39,81,53
49437,101,41,35,32,51,27,16,76,40,57
49438,87,4,47,40,7,23,53,91,18,114
49439,68,77,36,71,55,75,62,45,18,53
49440,71,65,18,36,51,31,88,12,69,45
49441,7,109,46,51,68,60,55,3,80,9
49442,111,114,9,7,55,68,51,76,6,40
49443,111,53,6,88,106,3,71,36,77,61
49444,68,73,54,62,38,75,60,21,61,65
49445,64,40,43,7,56,50,57,92,60,18
49446,68,7,46,40,41,3,61,51,78,13
49447,65,40,18,75,58,71,53,47,114,111
49448,68,113,98,88,38,20,76,7,78,109
49449,62,86,58,78,113,87,51,6,40,65
49450,70,36,7,30,65,35,75,93,107,53
49451,3,47,104,16,54,68,18,40,7,53
49452,31,16,92,60,70,68,58,64,7,8
49453,68,73,107,2,36,64,1,101,88,38
49454,63,75,60,65,4,68,47,54,69,108
49455,23,40,68,9,73,87,12,61,51,38
49456,68,77,46,71,65,30,39,7,53,41
49457,101,41,40,28,97,68,47,60,16,81
49458,75,65,76,88,40,86,51,82,23,36
49459,87,81,39,7,51,23,33,68,18,40
49460,106,88,69,80,91,4,42,38,68,7
49461,16,40,91,17,114,87,18,25,7,51
49462,114,13,63,88,31,68,65,43,60,41
49463,13,60,108,64,114,88,1,97,87,71
49464,76,4,53,91,64,68,17,38,7,18
49465,68,9,18,7,55,27,40,39,51,1
49466,31,78,1,7,55,68,4,13,107,8
49467,81,4,111,114,32,72,104,106,87,62
49468,107,7,75,36,70,97,23,31,41,76
49469,91,17,54,71,64,50,65,39,60,77
49470,111,63,43,107,16,34,7,41,65,31
49471,74,87,16,51,41,107,106,63,7,68
49472,44,96,27,40,75,36,81,107,68,65
49473,53,114,60,19,112,7,15,27,45,99
49474,114,92,41,39,65,111,63,14,104,82
49475,38,30,60,41,34,13,51,104,95,31
49476,31,27,4,56,41,7,106,111,47,13
49477,8,80,64,104,45,11,112,51,60,77
49478,35,36,16,31,104,94,4,60,88,27
49479,64,16,114,46,83,88,9,104,15,27
49480,72,69,104,106,87,86,7,18,13,51
49481,87,75,85,63,104,86,65,47,68,18
49482,19,107,86,70,57,64,68,88,41,13
49483,70,63,86,7,13,65,31,114,1,45
49484,68,7,35,81,108,9,70,66,104,114
49485,88,27,13,112,102,40,30,38,1,114
49486,109,47,84,30,51,60,65,49,27,1
49487,99,7,35,2,8,98,40,30,14,52
49488,31,111,41,104,49,7,68,34,107,63
49489,16,92,106,8,65,52,41,23,55,87
49490,51,4,40,34,107,60,27,9,55,109
49491,68,36,46,107,55,32,76,75,19,27
49492,51,111,36,76,7,109,92,114,13,49
49493,27,73,88,77,65,87,9,54,13,89
49494,97,44,86,16,35,49,36,27,45,68
49495,107,1,31,9,7,36,75,13,18,88
49496,111,36,7,9,38,53,68,81,39,107
49497,108,8,9,27,7,86,40,53,51,35
49498,23,39,8,75,104,100,65,64,9,114
49499,75,43,16,107,9,50,60,36,81,38
49500,92,49,65,51,56,40,114,104,87,7
49501,111,36,13,43,60,69,9,16,86,94
49502,65,114,75,97,76,9,107,68,47,41
49503,69,60,68,41,22,114,75,7,13,40
49504,13,27,47,51,10,109,112,36,107,7
49505,41,13,62,31,4,55,16,68,109,9
49506,7,43,81,88,101,107,18,68,47,41
49507,80,7,60,27,9,114,34,31,41,38
49508,107,68,1,39,36,111,41,65,13,16
49509,65,94,36,104,60,89,69,9,64,1
49510,30,100,106,72,103,86,36,53,107,9
49511,107,98,36,31,49,69,64,114,13,91
49512,31,4,29,41,100,16,75,6,65,13
49513,87,70,65,107,9,68,60,49,54,29
49514,1,40,104,7,27,68,51,11,36,41
49515,23,36,25,92,9,88,39,68,95,40
49516,8,86,107,34,92,39,40,98,28,30
49517,16,36,27,1,13,68,9,55,106,107
49518,76,41,13,23,27,68,51,47,114,16
49519,64,16,39,95,53,71,36,65,92,31
49520,84,53,47,26,4,28,69,11,31,114
49521,94,63,41,16,68,40,90,45,27,69
49522,28,13,68,54,7,31,9,57,114,107
49523,101,41,9,7,22,68,36,23,16,109
49524,87,63,17,58,51,112,46,40,16,4
49525,68,47,41,90,63,27,88,80,92,65
49526,63,60,9,68,16,111,7,58,6,39
49527,36,87,55,1,62,19,65,54,100,91
49528,111,109,31,13,69,68,36,41,12,114
49529,64,22,7,62,63,86,36,19,91,107
49530,88,41,68,9,114,64,78,15,60,13
49531,91,77,36,62,104,30,107,98,53,43
49532,64,71,53,98,9,36,7,61,31,55
49533,3,4,9,7,65,31,25,13,28,56
49534,71,18,46,65,86,75,88,76,95,97
49535,75,86,47,77,40,60,36,59,55,111
49536,53,28,76,6,3,71,12,13,112,64
49537,3,88,70,13,109,91,41,11,51,104
49538,75,41,6,86,40,88,81,111,36,51
49539,58,23,112,60,44,84,4,114,91,56
49540,60,1,111,97,43,40,107,74,18,31
49541,59,71,55,31,36,64,15,7,45,41
49542,71,22,109,13,106,86,114,17,51,53
49543,20,53,74,71,63,50,107,77,92,65
49544,7,9,106,13,50,69,54,17,100,91
49545,53,58,41,9,30,64,40,71,61,69
49546,31,63,107,65,113,68,86,45,80,40
49547,75,107,63,98,53,111,58,36,7,73
49548,62,18,40,43,112,69,63,106,71,91
49549,95,71,57,64,47,3,61,60,53,114
49550,31,7,114,95,97,68,109,88,65,36
49551,87,25,13,7,54,111,41,64,43,88
49552,107,97,47,68,1,58,36,31,9,23
49553,31,113,106,71,78,76,65,100,86,4
49554,60,56,106,36,27,94,41,64,71,68
49555,16,54,88,40,111,63,41,9,107,68
49556,40,90,49,71,58,3,73,92,88,13
49557,68,41,110,9,60,86,74,7,51,42
49558,104,45,64,47,100,7,25,77,31,57
49559,44,43,33,60,31,51,64,63,92,13
49560,76,95,64,97,88,68,112,47,16,41
49561,35,75,53,86,108,18,44,36,64,91
49562,12,7,27,40,92,64,71,38,68,4
49563,3,1,9,74,60,75,12,55,51,56
49564,68,47,77,7,55,18,13,40,60,111
49565,19,64,4,91,104,106,80,97,31,23
49566,64,97,39,7,8,88,36,18,53,86
49567,51,56,74,31,65,69,60,4,81,68
49568,16,37,40,109,53,98,62,31,97,1
49569,114,71,68,53,49,17,88,108,91,77
49570,68,13,42,16,65,1,4,64,71,111
49571,50,108,59,40,88,86,35,54,51,13
49572,71,102,82,37,36,13,60,77,45,50
49573,111,53,49,71,6,7,68,95,13,76
49574,71,40,59,39,112,28,31,74,63,7
49575,49,75,81,71,64,9,98,41,87,107
49576,18,45,29,60,68,50,38,15,28,64
49577,75,82,53,9,71,31,61,13,51,98
49578,41,100,64,58,43,45,71,38,36,75
49579,60,86,74,18,7,62,75,41,97,39
49580,19,75,12,91,29,49,31,65,28,18
49581,81,16,27,4,40,68,51,41,13,97
49582,64,49,107,55,1,60,9,4,92,98
49583,12,60,106,86,38,81,114,27,13,65
49584,47,60,111,7,109,53,16,68,78,40
49585,15,64,107,4,53,25,60,57,30,81
49586,68,18,65,60,58,4,47,7,88,31
49587,50,55,56,71,36,76,75,53,86,108
49588,44,75,16,86,97,114,49,68,41,69
49589,85,106,27,9,114,107,41,68,39,95
49590,7,49,75,65,10,22,16,111,41,47
49591,111,53,43,28,63,114,4,45,60,64
49592,31,38,47,7,36,35,75,4,71,45
49593,44,111,51,39,97,68,9,76,7,41
49594,27,73,69,9,86,109,40,7,106,92
49595,65,46,63,16,86,74,68,7,54,60
49596,109,50,17,57,40,112,22,4,60,53
49597,3,36,60,10,110,44,13,16,86,97
49598,104,10,47,111,7,4,51,36,112,40
49599,112,36,100,9,38,44,68,86,16,97
49600,18,16,64,104,39,80,60,43,57,30
49601,39,41,104,23,87,114,107,65,43,68
49602,70,31,27,45,69,81,47,30,53,60
49603,7,65,41,68,25,51,86,40,11,102
49604,27,107,17,114,13,31,106,51,4,60
49605,40,88,92,50,38,28,53,104,87,56
49606,76,7,57,13,92,11,41,97,51,68
49607,16,39,30,40,41,71,55,63,64,47
49608,68,27,36,41,9,1,107,47,31,69
49609,87,89,40,63,9,111,49,58,77,60
49610,17,7,6,13,92,49,41,69,16,68
49611,99,88,92,50,38,60,112,13,64,67
49612,27,49,7,63,69,80,47,51,31,16
49613,63,90,71,36,104,86,106,53,107,4
49614,107,68,114,81,13,4,75,104,18,88
49615,18,27,16,43,55,86,60,34,1,9
49616,91,54,39,68,16,87,60,47,63,65
49617,39,18,60,69,87,75,47,53,4,71
49618,75,43,65,107,81,40,23,3,49,102
49619,92,27,65,6,88,60,8,61,86,13
49620,31,81,40,71,55,30,86,47,56,53
49621,68,39,63,18,88,76,54,62,7,50
49622,87,13,7,60,77,8,23,83,43,97
49623,107,68,13,65,12,4,111,53,54,100
49624,86,18,40,43,3,75,81,63,36,88
49625,91,19,104,88,38,31,60,13,44,97
49626,111,41,43,58,60,5,12,9,7,40
49627,87,9,36,7,39,18,15,86,65,91
49628,87,36,39,7,61,31,70,25,65,107
49629,68,28,47,54,104,88,40,65,9,3
49630,111,73,28,104,40,86,81,58,114,88
49631,31,7,106,80,78,68,54,36,51,65
49632,31,18,64,114,88,27,109,60,97,36
49633,64,109,40,32,88,68,86,11,54,51
49634,19,71,55,47,30,91,99,13,3,114
49635,101,41,19,91,7,88,111,22,59,38
49636,58,69,27,9,114,63,107,45,68,65
49637,56,71,41,85,36,91,61,19,86,69
49638,25,40,64,7,68,39,56,108,31,23
49639,69,87,73,12,88,3,95,61,58,53
49640,64,71,36,114,65,112,53,74,88,63
49641,52,9,81,51,68,87,88,76,95,65
49642,31,13,29,16,1,45,41,95,88,68
49643,1,7,45,31,55,16,58,3,35,36
49644,13,44,61,87,71,73,6,63,51,68
49645,111,78,76,16,73,112,62,49,114,53
49646,87,41,46,91,19,88,75,7,36,104
49647,68,51,47,4,65,62,44,97,21,75
49648,53,16,104,64,36,65,60,25,68,63
49649,111,36,53,51,41,13,56,76,69,31
49650,49,50,48,69,53,112,36,13,71,63
49651,50,109,17,60,65,100,46,27,53,93
49652,31,7,45,12,69,75,33,35,60,42
49653,31,95,53,51,41,45,61,36,88,86
49654,63,106,108,92,51,68,100,13,81,40
49655,28,98,55,86,54,71,75,94,47,65
49656,37,13,80,7,38,75,65,4,71,42
49657,88,12,31,97,4,50,73,60,56,13
49658,17,50,4,86,108,64,53,35,107,41
49659,39,40,65,68,60,80,4,54,62,30
49660,16,8,4,86,57,31,69,107,15,46
49661,86,81,74,60,65,69,44,31,104,63
49662,4,56,40,60,87,43,61,108,68,88
49663,61,71,63,31,1,87,60,4,65,47
49664,88,53,43,86,4,41,13,64,46,7
49665,39,1,55,87,71,36,114,40,60,111
49666,68,39,81,65,60,87,61,13,16,77
49667,13,64,12,65,91,111,36,106,51,63
49668,86,68,98,39,63,17,71,41,53,87
49669,88,31,4,38,100,112,65,13,60,56
49670,51,65,18,75,15,53,7,106,87,54
49671,87,13,43,88,77,50,46,109,65,60
49672,68,108,9,7,81,94,54,53,71,75
49673,111,70,56,13,88,68,108,47,16,42
49674,44,41,64,60,68,50,51,43,7,1
49675,107,65,82,75,36,56,13,27,4,88
49676,34,97,18,16,87,17,53,75,107,114
49677,12,53,71,75,36,50,43,18,65,60
49678,114,13,65,71,50,31,45,4,16,8
49679,68,64,41,107,13,12,31,7,108,92
49680,64,87,107,44,36,7,13,1,31,40
49681,68,49,63,7,108,54,64,13,60,106
49682,60,41,92,36,111,108,68,84,42,64
49683,40,92,74,51,64,70,97,17,14,27
49684,10,85,74,90,23,72,31,36,7,106
49685,30,7,34,54,16,60,31,36,70,55
49686,13,31,86,40,69,63,27,7,41,35
49687,101,9,22,71,41,75,64,34,1,65
49688,27,97,7,13,114,2,68,107,39,41
49689,85,76,59,13,7,23,69,31,98,109
49690,47,41,7,16,68,109,51,70,107,31
49691,60,16,34,64,70,76,7,27,18,102
49692,34,65,51,86,18,107,57,9,39,75
49693,111,7,73,8,65,23,104,40,76,86
49694,36,15,4,7,64,57,31,51,1,39
49695,1,7,97,40,92,4,88,112,76,114
49696,64,16,76,41,40,30,65,107,47,1
49697,41,76,71,87,55,114,62,27,65,52
49698,81,25,7,22,31,27,112,4,39,60
49699,31,7,88,40,109,64,16,9,4,51
49700,60,95,27,64,82,68,107,11,53,41
49701,31,39,107,13,10,65,7,37,36,95
49702,11,20,70,28,23,27,8,55,35,16
49703,64,107,4,94,69,50,65,60,81,43
49704,81,88,58,87,17,9,5,94,23,53
49705,60,17,7,102,30,41,65,114,68,106
49706,41,9,31,107,104,30,65,7,95,47
49707,39,87,51,40,7,27,36,28,18,35
49708,45,41,7,32,40,51,88,68,18,36
49709,104,28,73,31,13,86,11,65,99,16
49710,77,107,61,13,50,106,60,26,43,97
49711,58,51,11,31,96,68,47,40,41,88
49712,62,88,36,80,106,51,54,9,16,31
49713,81,65,68,7,43,23,51,74,75,54
49714,76,7,14,75,70,9,41,51,68,47
49715,31,100,69,109,36,75,9,23,34,51
49716,13,60,63,40,110,30,51,15,17,84
49717,114,1,16,50,39,49,88,63,37,55
49718,92,106,53,23,8,65,114,64,60,36
49719,92,51,9,11,86,114,64,40,7,17
49720,31,104,65,114,76,36,69,68,16,41
49721,81,16,92,68,40,111,74,41,63,60
49722,3,59,107,36,108,40,41,25,51,101
49723,71,112,47,63,69,68,7,76,114,53
49724,107,13,68,109,9,31,92,104,63,16
49725,112,71,76,40,13,31,16,94,36,65
49726,16,65,39,40,111,86,47,36,63,7
49727,68,107,63,108,41,91,9,80,71,104
49728,31,36,40,57,7,101,41,35,62,38
49729,112,16,9,1,97,31,88,25,63,65
49730,60,102,35,30,53,64,107,98,92,65
49731,31,18,47,58,23,87,63,25,66,60
49732,27,36,51,113,60,75,88,47,77,104
49733,3,86,15,53,106,31,19,91,108,9
49734,64,107,81,36,65,58,104,6,71,53
49735,87,63,73,58,107,30,4,22,51,65
49736,3,63,40,106,7,68,51,45,6,53
49737,31,43,100,65,41,66,63,86,40,45
49738,36,58,9,60,27,51,40,45,3,8
49739,68,86,13,6,65,31,12,40,74,16
49740,31,88,109,13,15,68,19,91,7,81
49741,64,47,41,60,109,58,18,57,21,96
49742,63,107,9,68,104,51,62,40,3,1
49743,13,37,12,7,114,97,1,45,75,71
49744,91,18,98,88,33,31,60,114,77,97
49745,12,107,45,68,104,87,38,35,90,4
49746,19,50,59,91,108,13,56,45,31,71
49747,64,109,40,88,55,68,51,36,4,104
49748,16,98,86,47,39,3,114,45,51,33
49749,114,7,17,86,97,3,62,106,113,13
49750,39,18,38,68,7,77,60,61,64,47
49751,68,108,25,107,95,47,87,53,7,114
49752,36,102,71,75,17,25,40,38,90,19
49753,68,38,47,51,63,13,37,81,7,65
49754,104,86,63,13,71,7,65,106,75,4
49755,13,113,108,87,62,40,57,64,60,70
49756,111,63,1,71,13,87,65,73,88,99
49757,31,104,8,107,33,68,65,13,7,18
49758,81,16,76,62,40,68,7,94,23,39
49759,69,36,68,28,81,107,41,65,101,76
49760,18,47,86,38,16,40,62,87,81,34
49761,25,9,51,70,111,68,43,114,107,41
49762,50,94,77,7,65,75,104,12,71,36
49763,114,39,75,7,41,107,1,47,65,68
49764,40,107,35,27,33,68,7,23,47,1
49765,9,51,95,27,71,7,60,92,10,13
49766,86,57,92,47,63,27,39,51,114,40
49767,51,11,101,16,41,7,81,55,47,68
49768,76,50,53,7,18,106,97,51,64,95
49769,16,56,86,13,65,23,63,4,68,7
49770,68,51,9,49,36,7,39,41,13,111
49771,31,69,102,107,39,16,62,15,64,36
49772,51,13,68,63,29,7,39,75,41,65
49773,31,7,81,76,78,107,9,41,34,68
49774,33,110,23,47,41,50,65,88,36,109
49775,112,7,15,12,13,63,100,3,43,65
49776,51,39,68,41,13,89,12,4,27,7
49777,51,88,18,68,47,87,7,39,16,9
49778,87,13,36,93,60,68,94,65,77,71
49779,27,71,39,114,36,9,100,3,43,53
49780,7,106,86,53,9,40,51,47,30,67
49781,27,46,58,18,60,75,39,98,4,88
49782,68,12,98,63,88,75,114,47,104,60
49783,66,40,53,86,45,112,65,35,107,18
49784,68,81,39,107,104,41,110,62,70,76
49785,31,23,45,41,69,114,51,3,113,65
49786,3,7,114,45,46,83,97,13,86,1
49787,69,88,4,31,94,50,81,60,73,13
49788,75,16,47,41,53,63,100,90,49,114
49789,3,107,53,109,13,18,23,90,49,104
49790,68,18,25,55,23,86,38,40,90,95
49791,31,12,107,108,15,87,60,76,72,53
49792,31,6,7,36,63,66,40,12,39,88
49793,31,56,43,65,107,66,40,25,86,63
49794,68,16,18,36,38,87,7,1,51,39
49795,79,88,1,45,114,68,41,36,95,86
49796,31,4,40,65,71,7,55,36,3,8
49797,75,7,4,80,40,87,42,88,55,36
49798,64,88,81,92,65,20,53,47,60,8
49799,13,114,108,68,23,111,49,54,7,40
49800,62,69,86,1,40,64,36,51,113,88
49801,31,9,54,107,55,88,80,64,68,71
49802,68,36,41,16,65,106,80,38,31,23
49803,51,65,1,50,36,31,71,74,114,88
49804,31,63,9,7,13,71,65,1,27,40
49805,68,38,39,23,18,40,102,75,107,12
49806,107,31,46,65,95,3,104,51,12,13
49807,41,64,53,69,4,50,65,36,71,54
49808,88,69,74,68,36,64,4,9,62,65
49809,68,55,15,71,4,19,37,13,91,96
49810,68,98,13,7,63,19,37,4,91,38
49811,64,13,7,63,75,68,107,36,18,51
49812,45,86,1,28,57,88,98,114,31,36
49813,39,7,36,75,51,107,96,48,3,47
49814,68,7,39,12,58,40,100,47,9,86
